timestamp,tick,usedNodes,freeNodes
2024-04-27T22:34:40.003Z,139,30,70
2024-04-27T22:34:42.002Z,140,30,70
2024-04-27T22:34:44.002Z,141,30,70
2024-04-27T22:34:46.002Z,142,30,70
2024-04-27T22:34:48.002Z,143,30,70
2024-04-27T22:34:50.002Z,144,30,70
2024-04-27T22:34:52.002Z,145,30,70
2024-04-27T22:34:54.003Z,146,30,70
2024-04-27T22:34:56.003Z,147,30,70
2024-04-27T22:34:58.004Z,148,0,100
2024-04-27T22:35:00.004Z,149,0,100
2024-04-27T22:35:02.004Z,150,0,100
2024-04-27T22:35:04.002Z,151,0,100
