timestamp,tick,usedNodes,freeNodes
2024-04-29T07:31:16.002Z,1,0,100
2024-04-29T07:31:18.003Z,2,0,100
2024-04-29T07:31:20.002Z,3,0,100
2024-04-29T07:31:22.003Z,4,0,100
2024-04-29T07:31:24.003Z,5,0,100
2024-04-29T07:31:26.001Z,6,0,100
2024-04-29T07:31:28.002Z,7,0,100
2024-04-29T07:31:30.003Z,8,0,100
2024-04-29T07:31:32.003Z,9,100,0
2024-04-29T07:31:34.003Z,10,100,0
2024-04-29T07:31:36.002Z,11,100,0
2024-04-29T07:31:38.003Z,12,100,0
2024-04-29T07:31:40.002Z,13,100,0
2024-04-29T07:31:42.003Z,14,100,0
2024-04-29T07:31:44.002Z,15,100,0
2024-04-29T07:31:46.002Z,16,100,0
2024-04-29T07:31:48.005Z,17,100,0
2024-04-29T07:31:50.003Z,18,100,0
2024-04-29T07:31:52.003Z,19,100,0
2024-04-29T07:31:54.003Z,20,100,0
2024-04-29T07:31:56.001Z,21,100,0
2024-04-29T07:31:58.004Z,22,100,0
2024-04-29T07:32:00.083Z,23,36,64
2024-04-29T07:32:02.025Z,24,26,74
2024-04-29T07:32:04.025Z,25,30,70
2024-04-29T07:32:06.001Z,26,30,70
2024-04-29T07:32:08.002Z,27,25,75
2024-04-29T07:32:10.010Z,28,15,85
2024-04-29T07:32:12.000Z,29,15,85
2024-04-29T07:32:14.002Z,30,15,85
2024-04-29T07:32:16.000Z,31,15,85
2024-04-29T07:32:18.001Z,32,15,85
2024-04-29T07:32:20.002Z,33,15,85
2024-04-29T07:32:22.002Z,34,15,85
2024-04-29T07:32:24.003Z,35,15,85
2024-04-29T07:32:26.001Z,36,15,85
2024-04-29T07:32:28.003Z,37,15,85
2024-04-29T07:32:30.002Z,38,15,85
2024-04-29T07:32:32.002Z,39,15,85
2024-04-29T07:32:34.003Z,40,15,85
2024-04-29T07:32:36.001Z,41,15,85
2024-04-29T07:32:38.013Z,42,5,95
2024-04-29T07:32:40.002Z,43,5,95
2024-04-29T07:32:42.002Z,44,5,95
2024-04-29T07:32:44.002Z,45,5,95
2024-04-29T07:32:46.001Z,46,5,95
2024-04-29T07:32:48.002Z,47,5,95
2024-04-29T07:32:50.003Z,48,5,95
2024-04-29T07:32:52.002Z,49,5,95
2024-04-29T07:32:54.002Z,50,5,95
2024-04-29T07:32:56.001Z,51,5,95
2024-04-29T07:32:58.002Z,52,5,95
2024-04-29T07:33:00.009Z,53,0,100
2024-04-29T07:33:02.002Z,54,0,100
2024-04-29T07:33:04.001Z,55,0,100
2024-04-29T07:33:06.001Z,56,0,100
2024-04-29T07:33:08.001Z,57,0,100
