timestamp,tick,usedNodes,freeNodes
2024-04-29T08:14:52.003Z,1,0,100
2024-04-29T08:14:54.005Z,2,0,100
2024-04-29T08:14:56.004Z,3,0,100
2024-04-29T08:14:58.001Z,4,0,100
2024-04-29T08:15:00.002Z,5,0,100
2024-04-29T08:15:02.003Z,6,3,97
2024-04-29T08:15:04.003Z,7,6,94
2024-04-29T08:15:06.004Z,8,9,91
2024-04-29T08:15:08.002Z,9,9,91
2024-04-29T08:15:10.002Z,10,9,91
2024-04-29T08:15:12.002Z,11,9,91
2024-04-29T08:15:14.003Z,12,9,91
2024-04-29T08:15:16.003Z,13,9,91
2024-04-29T08:15:18.001Z,14,9,91
2024-04-29T08:15:20.002Z,15,9,91
2024-04-29T08:15:22.003Z,16,9,91
2024-04-29T08:15:24.001Z,17,9,91
2024-04-29T08:15:26.002Z,18,9,91
2024-04-29T08:15:28.001Z,19,9,91
2024-04-29T08:15:30.002Z,20,9,91
2024-04-29T08:15:32.023Z,21,6,94
2024-04-29T08:15:34.022Z,22,8,92
2024-04-29T08:15:36.003Z,23,13,87
2024-04-29T08:15:38.001Z,24,13,87
2024-04-29T08:15:40.002Z,25,13,87
2024-04-29T08:15:42.002Z,26,13,87
2024-04-29T08:15:44.002Z,27,13,87
2024-04-29T08:15:46.003Z,28,13,87
2024-04-29T08:15:48.002Z,29,13,87
2024-04-29T08:15:50.002Z,30,13,87
2024-04-29T08:15:52.003Z,31,13,87
2024-04-29T08:15:54.001Z,32,13,87
2024-04-29T08:15:56.002Z,33,13,87
2024-04-29T08:15:58.002Z,34,13,87
2024-04-29T08:16:00.010Z,35,10,90
2024-04-29T08:16:02.002Z,36,10,90
2024-04-29T08:16:04.004Z,37,10,90
2024-04-29T08:16:06.002Z,38,10,90
2024-04-29T08:16:08.019Z,39,5,95
2024-04-29T08:16:10.003Z,40,10,90
2024-04-29T08:16:12.003Z,41,10,90
2024-04-29T08:16:14.002Z,42,10,90
2024-04-29T08:16:16.002Z,43,10,90
2024-04-29T08:16:18.003Z,44,10,90
2024-04-29T08:16:20.002Z,45,10,90
2024-04-29T08:16:22.002Z,46,10,90
2024-04-29T08:16:24.002Z,47,10,90
2024-04-29T08:16:26.002Z,48,10,90
2024-04-29T08:16:28.003Z,49,10,90
2024-04-29T08:16:30.002Z,50,10,90
2024-04-29T08:16:32.018Z,51,5,95
2024-04-29T08:16:34.003Z,52,15,85
2024-04-29T08:16:36.003Z,53,15,85
2024-04-29T08:16:38.010Z,54,10,90
2024-04-29T08:16:40.002Z,55,10,90
2024-04-29T08:16:42.002Z,56,10,90
2024-04-29T08:16:44.002Z,57,10,90
2024-04-29T08:16:46.003Z,58,10,90
2024-04-29T08:16:48.001Z,59,10,90
2024-04-29T08:16:50.003Z,60,10,90
2024-04-29T08:16:52.003Z,61,10,90
2024-04-29T08:16:54.002Z,62,10,90
2024-04-29T08:16:56.002Z,63,10,90
2024-04-29T08:16:58.003Z,64,10,90
2024-04-29T08:17:00.001Z,65,10,90
2024-04-29T08:17:02.002Z,66,10,90
2024-04-29T08:17:04.006Z,67,0,100
2024-04-29T08:17:06.003Z,68,10,90
2024-04-29T08:17:08.003Z,69,10,90
2024-04-29T08:17:10.003Z,70,10,90
2024-04-29T08:17:12.003Z,71,10,90
2024-04-29T08:17:14.002Z,72,10,90
2024-04-29T08:17:16.001Z,73,10,90
2024-04-29T08:17:18.002Z,74,10,90
2024-04-29T08:17:20.002Z,75,10,90
2024-04-29T08:17:22.002Z,76,10,90
2024-04-29T08:17:24.002Z,77,10,90
2024-04-29T08:17:26.002Z,78,10,90
2024-04-29T08:17:28.002Z,79,10,90
2024-04-29T08:17:30.003Z,80,10,90
2024-04-29T08:17:32.003Z,81,10,90
2024-04-29T08:17:34.019Z,82,0,100
2024-04-29T08:17:36.002Z,83,10,90
2024-04-29T08:17:38.002Z,84,10,90
2024-04-29T08:17:40.002Z,85,10,90
2024-04-29T08:17:42.002Z,86,10,90
2024-04-29T08:17:44.002Z,87,10,90
2024-04-29T08:17:46.002Z,88,10,90
2024-04-29T08:17:48.002Z,89,10,90
2024-04-29T08:17:50.002Z,90,10,90
2024-04-29T08:17:52.002Z,91,10,90
2024-04-29T08:17:54.002Z,92,10,90
2024-04-29T08:17:56.001Z,93,10,90
2024-04-29T08:17:58.002Z,94,10,90
2024-04-29T08:18:00.002Z,95,10,90
2024-04-29T08:18:02.002Z,96,13,87
2024-04-29T08:18:04.002Z,97,18,82
2024-04-29T08:18:06.017Z,98,18,82
2024-04-29T08:18:08.002Z,99,23,77
