timestamp,tick,usedNodes,freeNodes
2024-06-23T12:13:00.006Z,1,0,100
2024-06-23T12:13:02.002Z,2,0,100
2024-06-23T12:13:04.003Z,3,0,100
2024-06-23T12:13:06.001Z,4,0,100
2024-06-23T12:13:08.003Z,5,0,100
2024-06-23T12:13:10.003Z,6,0,100
2024-06-23T12:13:12.003Z,7,0,100
2024-06-23T12:13:14.003Z,8,0,100
2024-06-23T12:13:16.001Z,9,0,100
2024-06-23T12:13:18.002Z,10,0,100
2024-06-23T12:13:20.003Z,11,0,100
2024-06-23T12:13:22.003Z,12,0,100
2024-06-23T12:13:24.003Z,13,0,100
2024-06-23T12:13:26.002Z,14,0,100
2024-06-23T12:13:28.002Z,15,0,100
2024-06-23T12:13:30.002Z,16,0,100
2024-06-23T12:13:32.002Z,17,0,100
2024-06-23T12:13:34.003Z,18,0,100
2024-06-23T12:13:36.002Z,19,0,100
2024-06-23T12:13:38.003Z,20,0,100
2024-06-23T12:13:40.003Z,21,0,100
2024-06-23T12:13:42.003Z,22,0,100
2024-06-23T12:13:44.002Z,23,0,100
2024-06-23T12:13:46.001Z,24,0,100
2024-06-23T12:13:48.001Z,25,0,100
2024-06-23T12:13:50.003Z,26,0,100
2024-06-23T12:13:52.001Z,27,0,100
2024-06-23T12:13:54.003Z,28,0,100
2024-06-23T12:13:56.001Z,29,0,100
2024-06-23T12:13:58.001Z,30,0,100
2024-06-23T12:14:00.002Z,31,0,100
2024-06-23T12:14:02.003Z,32,0,100
2024-06-23T12:14:04.002Z,33,0,100
2024-06-23T12:14:06.003Z,34,0,100
2024-06-23T12:14:08.003Z,35,0,100
2024-06-23T12:14:10.003Z,36,0,100
2024-06-23T12:14:12.003Z,37,0,100
2024-06-23T12:14:14.002Z,38,0,100
2024-06-23T12:14:16.002Z,39,0,100
2024-06-23T12:14:18.002Z,40,0,100
2024-06-23T12:14:20.002Z,41,0,100
2024-06-23T12:14:22.002Z,42,0,100
2024-06-23T12:14:24.002Z,43,0,100
2024-06-23T12:14:26.001Z,44,0,100
2024-06-23T12:14:28.002Z,45,0,100
2024-06-23T12:14:30.003Z,46,0,100
2024-06-23T12:14:32.002Z,47,0,100
2024-06-23T12:14:34.002Z,48,0,100
2024-06-23T12:14:36.002Z,49,0,100
2024-06-23T12:14:38.002Z,50,0,100
2024-06-23T12:14:40.003Z,51,0,100
2024-06-23T12:14:42.002Z,52,0,100
2024-06-23T12:14:44.002Z,53,0,100
2024-06-23T12:14:46.001Z,54,0,100
2024-06-23T12:14:48.002Z,55,0,100
2024-06-23T12:14:50.002Z,56,0,100
2024-06-23T12:14:52.002Z,57,0,100
2024-06-23T12:14:54.001Z,58,0,100
2024-06-23T12:14:56.001Z,59,0,100
2024-06-23T12:14:58.002Z,60,0,100
2024-06-23T12:15:00.002Z,61,0,100
2024-06-23T12:15:02.002Z,62,0,100
2024-06-23T12:15:04.001Z,63,0,100
