timestamp,tick,usedNodes,freeNodes
2024-04-09T10:42:50.003Z,1,0,100
2024-04-09T10:42:55.004Z,2,0,100
2024-04-09T10:43:00.004Z,3,0,100
2024-04-09T10:43:05.006Z,4,0,100
2024-04-09T10:43:10.002Z,5,0,100
2024-04-09T10:43:15.006Z,6,0,100
2024-04-09T10:43:20.003Z,7,0,100
2024-04-09T10:43:25.002Z,8,0,100
2024-04-09T10:43:30.004Z,9,0,100
2024-04-09T10:43:35.002Z,10,0,100
2024-04-09T10:43:40.004Z,11,0,100
2024-04-09T10:43:45.003Z,12,20,80
2024-04-09T10:43:50.003Z,13,20,80
2024-04-09T10:43:55.003Z,14,20,80
2024-04-09T10:44:00.003Z,15,20,80
2024-04-09T10:44:05.004Z,16,20,80
2024-04-09T10:44:10.002Z,17,20,80
2024-04-09T10:44:15.002Z,18,50,50
2024-04-09T10:44:20.002Z,19,50,50
2024-04-09T10:44:25.003Z,20,60,40
2024-04-09T10:44:30.002Z,21,60,40
2024-04-09T10:44:35.003Z,22,60,40
2024-04-09T10:44:40.002Z,23,60,40
2024-04-09T10:44:45.003Z,24,60,40
2024-04-09T10:44:50.002Z,25,60,40
2024-04-09T10:44:55.002Z,26,60,40
2024-04-09T10:45:00.002Z,27,60,40
2024-04-09T10:45:05.002Z,28,60,40
2024-04-09T10:45:10.002Z,29,60,40
2024-04-09T10:45:15.002Z,30,60,40
2024-04-09T10:45:20.002Z,31,60,40
2024-04-09T10:45:25.002Z,32,60,40
2024-04-09T10:45:30.004Z,33,60,40
2024-04-09T10:45:35.001Z,34,60,40
2024-04-09T10:45:40.001Z,35,60,40
2024-04-09T10:45:45.002Z,36,60,40
2024-04-09T10:45:50.001Z,37,60,40
2024-04-09T10:45:55.002Z,38,60,40
2024-04-09T10:46:00.002Z,39,60,40
2024-04-09T10:46:05.003Z,40,60,40
2024-04-09T10:46:10.002Z,41,60,40
2024-04-09T10:46:15.002Z,42,60,40
2024-04-09T10:46:20.002Z,43,60,40
2024-04-09T10:46:25.002Z,44,60,40
2024-04-09T10:46:30.002Z,45,60,40
2024-04-09T10:46:35.002Z,46,60,40
2024-04-09T10:46:40.002Z,47,60,40
2024-04-09T10:46:45.002Z,48,60,40
2024-04-09T10:46:50.002Z,49,60,40
2024-04-09T10:46:55.002Z,50,60,40
2024-04-09T10:47:00.002Z,51,60,40
2024-04-09T10:47:05.002Z,52,60,40
2024-04-09T10:47:10.003Z,53,60,40
2024-04-09T10:47:15.001Z,54,60,40
2024-04-09T10:47:20.003Z,55,60,40
2024-04-09T10:47:25.003Z,56,60,40
2024-04-09T10:47:30.003Z,57,60,40
2024-04-09T10:47:35.002Z,58,60,40
2024-04-09T10:47:40.002Z,59,60,40
2024-04-09T10:47:45.003Z,60,30,70
2024-04-09T10:47:50.004Z,61,30,70
2024-04-09T10:47:55.004Z,62,50,50
2024-04-09T10:48:00.003Z,63,50,50
2024-04-09T10:48:05.002Z,64,50,50
2024-04-09T10:48:10.002Z,65,50,50
2024-04-09T10:48:15.003Z,66,50,50
2024-04-09T10:48:20.003Z,67,50,50
2024-04-09T10:48:25.003Z,68,50,50
2024-04-09T10:48:30.002Z,69,50,50
2024-04-09T10:48:35.002Z,70,50,50
2024-04-09T10:48:40.003Z,71,50,50
2024-04-09T10:48:45.003Z,72,50,50
2024-04-09T10:48:50.003Z,73,50,50
2024-04-09T10:48:55.003Z,74,50,50
2024-04-09T10:49:00.001Z,75,50,50
2024-04-09T10:49:05.002Z,76,50,50
2024-04-09T10:49:10.002Z,77,50,50
2024-04-09T10:49:15.002Z,78,50,50
2024-04-09T10:49:20.002Z,79,50,50
2024-04-09T10:49:25.003Z,80,50,50
2024-04-09T10:49:30.003Z,81,50,50
2024-04-09T10:49:35.003Z,82,50,50
2024-04-09T10:49:40.002Z,83,50,50
2024-04-09T10:49:45.002Z,84,50,50
2024-04-09T10:49:50.002Z,85,50,50
2024-04-09T10:49:55.001Z,86,50,50
2024-04-09T10:50:00.003Z,87,50,50
2024-04-09T10:50:05.003Z,88,50,50
2024-04-09T10:50:10.003Z,89,50,50
2024-04-09T10:50:15.002Z,90,50,50
2024-04-09T10:50:20.002Z,91,30,70
2024-04-09T10:50:25.003Z,92,30,70
2024-04-09T10:50:30.003Z,93,30,70
2024-04-09T10:50:35.003Z,94,30,70
2024-04-09T10:50:40.001Z,95,30,70
2024-04-09T10:50:45.002Z,96,30,70
2024-04-09T10:50:50.002Z,97,30,70
2024-04-09T10:50:55.002Z,98,30,70
2024-04-09T10:51:00.002Z,99,30,70
2024-04-09T10:51:05.004Z,100,30,70
2024-04-09T10:51:10.002Z,101,30,70
2024-04-09T10:51:15.001Z,102,30,70
2024-04-09T10:51:20.003Z,103,30,70
2024-04-09T10:51:25.003Z,104,30,70
2024-04-09T10:51:30.003Z,105,10,90
2024-04-09T10:51:35.003Z,106,10,90
2024-04-09T10:51:40.002Z,107,10,90
2024-04-09T10:51:45.002Z,108,50,50
2024-04-09T10:51:50.002Z,109,50,50
2024-04-09T10:51:55.004Z,110,50,50
